epoch,accuracy,loss,val_accuracy,val_loss
0,0.6690078973770142,0.6807333827018738,0.7605633735656738,0.6592437624931335
1,0.8042142391204834,0.6303427815437317,0.8380281925201416,0.6053085327148438
2,0.8384547829627991,0.5763793587684631,0.8767605423927307,0.5567691326141357
3,0.863915741443634,0.527578592300415,0.8732394576072693,0.5167643427848816
4,0.879719078540802,0.4839092791080475,0.8802816867828369,0.48148733377456665
5,0.8867427706718445,0.4520832300186157,0.8802816867828369,0.45523759722709656
6,0.9007901549339294,0.42210960388183594,0.8802816867828369,0.4325139820575714
7,0.8999121785163879,0.3983820974826813,0.8873239159584045,0.4115510880947113
