epoch,accuracy,loss,val_accuracy,val_loss
0,0.6064257025718689,0.6843945980072021,0.8056536912918091,0.6688969731330872
1,0.8042168617248535,0.6371068954467773,0.8162544369697571,0.6102060079574585
2,0.8483935594558716,0.5811429023742676,0.851590096950531,0.5715027451515198
3,0.8704819083213806,0.5366203188896179,0.8657243847846985,0.5358315706253052
4,0.8744980096817017,0.5008962154388428,0.8551236987113953,0.5045508742332458
5,0.8885542154312134,0.46953001618385315,0.8551236987113953,0.4824606478214264
6,0.9016064405441284,0.44230031967163086,0.8657243847846985,0.4600766599178314
7,0.9036144614219666,0.4186248183250427,0.851590096950531,0.44468754529953003
